"","rural_urban","favorite_count","retweet_count","official_private"
"12066","Urban",0,74,"Personal"
"12067","Urban",0,73,"Personal"
"12068","Urban",0,72,"Personal"
"12069","Urban",0,71,"Personal"
"12070","Urban",0,64,"Personal"
"12071","Urban",0,61,"Personal"
"12072","Urban",0,60,"Personal"
"12073","Urban",0,59,"Personal"
"12074","Urban",0,59,"Personal"
"12075","Urban",0,53,"Personal"
"12076","Urban",0,53,"Personal"
"12077","Urban",0,53,"Personal"
"12078","Urban",0,49,"Personal"
"12079","Urban",0,45,"Personal"
"12080","Urban",0,45,"Personal"
"12081","Urban",0,42,"Personal"
"12082","Urban",0,41,"Personal"
"12083","Urban",0,39,"Personal"
"12084","Urban",0,39,"Personal"
"12085","Urban",0,37,"Personal"
"12086","Urban",0,36,"Personal"
"12087","Urban",0,34,"Personal"
"12088","Urban",0,34,"Personal"
"12089","Urban",0,33,"Personal"
"12090","Urban",0,33,"Personal"
"12091","Urban",0,32,"Personal"
"12092","Urban",0,31,"Personal"
"12093","Urban",0,31,"Personal"
"12094","Urban",0,29,"Personal"
"12095","Urban",0,29,"Personal"
"12096","Urban",0,28,"Personal"
"12097","Urban",0,27,"Personal"
"12098","Urban",0,27,"Personal"
"12099","Urban",0,25,"Personal"
"12100","Urban",0,25,"Personal"
"12101","Urban",0,24,"Personal"
"12102","Urban",0,24,"Personal"
"12103","Urban",0,23,"Personal"
"12104","Urban",0,21,"Personal"
"12105","Urban",0,21,"Personal"
"12106","Urban",0,20,"Personal"
"12107","Urban",0,20,"Personal"
"12108","Urban",0,20,"Personal"
"12109","Urban",0,19,"Personal"
"12110","Urban",0,19,"Personal"
"12111","Urban",0,18,"Personal"
"12112","Urban",0,17,"Personal"
"12113","Urban",0,17,"Personal"
"12114","Urban",0,17,"Personal"
"12115","Urban",0,16,"Personal"
"12116","Urban",0,16,"Personal"
"12117","Urban",0,15,"Personal"
"12118","Urban",0,15,"Personal"
"12119","Urban",0,14,"Personal"
"12120","Urban",0,14,"Personal"
"12121","Urban",0,14,"Personal"
"12122","Urban",0,14,"Personal"
"12123","Urban",0,14,"Personal"
"12124","Urban",0,14,"Personal"
"12125","Urban",0,14,"Personal"
"12126","Urban",0,13,"Personal"
"12127","Urban",0,13,"Personal"
"12128","Urban",0,13,"Personal"
"12129","Urban",0,12,"Personal"
"12130","Urban",0,12,"Personal"
"12131","Urban",0,12,"Personal"
"12132","Urban",0,12,"Personal"
"12133","Urban",0,11,"Personal"
"12134","Urban",0,11,"Personal"
"12135","Urban",0,11,"Personal"
"12136","Urban",0,10,"Personal"
"12137","Urban",0,10,"Personal"
"12138","Urban",0,10,"Personal"
"12139","Urban",0,10,"Personal"
"12140","Urban",0,10,"Personal"
"12141","Urban",0,10,"Personal"
"12142","Urban",0,10,"Personal"
"12143","Urban",0,10,"Personal"
"12144","Urban",0,9,"Personal"
"12145","Urban",0,9,"Personal"
"12146","Urban",0,9,"Personal"
"12147","Urban",0,9,"Personal"
"12148","Urban",0,9,"Personal"
"12149","Urban",0,9,"Personal"
"12150","Urban",0,9,"Personal"
"12151","Urban",0,9,"Personal"
"12152","Urban",0,9,"Personal"
"12153","Urban",0,9,"Personal"
"12154","Urban",0,9,"Personal"
"12155","Urban",0,9,"Personal"
"12156","Urban",0,9,"Personal"
"12157","Urban",0,8,"Personal"
"12158","Urban",0,8,"Personal"
"12159","Urban",0,8,"Personal"
"12160","Urban",0,8,"Personal"
"12161","Urban",0,8,"Personal"
"12162","Urban",0,8,"Personal"
"12163","Urban",0,8,"Personal"
"12164","Urban",0,8,"Personal"
"12165","Urban",0,8,"Personal"
"12166","Urban",0,8,"Personal"
"12167","Urban",0,7,"Personal"
"12168","Urban",0,7,"Personal"
"12169","Urban",0,7,"Personal"
"12170","Urban",0,7,"Personal"
"12171","Urban",0,7,"Personal"
"12172","Urban",0,7,"Personal"
"12173","Urban",0,7,"Personal"
"12174","Urban",0,6,"Personal"
"12175","Urban",0,6,"Personal"
"12176","Urban",0,6,"Personal"
"12177","Urban",0,6,"Personal"
"12178","Urban",0,6,"Personal"
"12179","Urban",0,6,"Personal"
"12180","Urban",0,6,"Personal"
"12181","Urban",0,6,"Personal"
"12182","Urban",0,6,"Personal"
"12183","Urban",0,6,"Personal"
"12184","Urban",0,6,"Personal"
"12185","Urban",0,6,"Personal"
"12186","Urban",0,5,"Personal"
"12187","Urban",0,5,"Personal"
"12188","Urban",0,5,"Personal"
"12189","Urban",0,5,"Personal"
"12190","Urban",0,5,"Personal"
"12191","Urban",0,5,"Personal"
"12192","Urban",0,5,"Personal"
"12193","Urban",0,5,"Personal"
"12194","Urban",0,5,"Personal"
"12195","Urban",0,5,"Personal"
"12196","Urban",0,4,"Personal"
"12197","Urban",0,4,"Personal"
"12198","Urban",0,4,"Personal"
"12199","Urban",0,4,"Personal"
"12200","Urban",0,4,"Personal"
"12201","Urban",0,4,"Personal"
"12202","Urban",0,4,"Personal"
"12203","Urban",0,4,"Personal"
"12204","Urban",0,4,"Personal"
"12205","Urban",0,4,"Personal"
"12206","Urban",0,4,"Personal"
"12207","Urban",0,4,"Personal"
"12208","Urban",0,4,"Personal"
"12209","Urban",0,4,"Personal"
"12210","Urban",0,4,"Personal"
"12211","Urban",0,4,"Personal"
"12212","Urban",0,3,"Personal"
"12213","Urban",0,3,"Personal"
"12214","Urban",0,3,"Personal"
"12215","Urban",0,3,"Personal"
"12216","Urban",0,3,"Personal"
"12217","Urban",0,3,"Personal"
"12218","Urban",0,3,"Personal"
"12219","Urban",0,3,"Personal"
"12220","Urban",0,3,"Personal"
"12221","Urban",0,3,"Personal"
"12222","Urban",0,3,"Personal"
"12223","Urban",0,3,"Personal"
"12224","Urban",0,3,"Personal"
"12225","Urban",0,3,"Personal"
"12226","Urban",0,3,"Personal"
"12227","Urban",0,3,"Personal"
"12228","Urban",0,2,"Personal"
"12229","Urban",0,2,"Personal"
"12230","Urban",0,2,"Personal"
"12231","Urban",0,2,"Personal"
"12232","Urban",0,2,"Personal"
"12233","Urban",0,2,"Personal"
"12234","Urban",0,2,"Personal"
"12235","Urban",0,2,"Personal"
"12236","Urban",0,2,"Personal"
"12237","Urban",0,2,"Personal"
"12238","Urban",0,2,"Personal"
"12239","Urban",0,2,"Personal"
"12240","Urban",0,2,"Personal"
"12241","Urban",0,2,"Personal"
"12242","Urban",0,2,"Personal"
"12243","Urban",0,2,"Personal"
"12244","Urban",0,2,"Personal"
"12245","Urban",0,2,"Personal"
"12246","Urban",0,1,"Personal"
"12247","Urban",0,1,"Personal"
"12248","Urban",0,1,"Personal"
"12249","Urban",0,1,"Personal"
"12250","Urban",0,1,"Personal"
"12251","Urban",0,1,"Personal"
"12252","Urban",0,1,"Personal"
"12253","Urban",0,1,"Personal"
"12254","Urban",0,1,"Personal"
"12255","Urban",0,1,"Personal"
"12256","Urban",0,1,"Personal"
"12257","Urban",0,1,"Personal"
"12258","Urban",0,1,"Personal"
"12259","Urban",0,1,"Personal"
"12260","Urban",0,1,"Personal"
"12261","Urban",0,1,"Personal"
"12262","Urban",0,1,"Personal"
"12263","Urban",0,1,"Personal"
"12264","Urban",0,1,"Personal"
"12265","Urban",0,1,"Personal"
"12266","Urban",0,1,"Personal"
"12267","Urban",0,1,"Personal"
"12268","Urban",0,1,"Personal"
"12269","Urban",0,1,"Personal"
"12270","Urban",0,1,"Personal"
"12271","Urban",0,1,"Personal"
"12272","Urban",0,1,"Personal"
"12273","Urban",0,1,"Personal"
"12274","Urban",0,1,"Personal"
"12275","Urban",0,0,"Personal"
"12276","Urban",0,0,"Personal"
"12277","Urban",0,0,"Personal"
"12278","Urban",0,0,"Personal"
"12279","Urban",0,0,"Personal"
"12280","Urban",0,0,"Personal"
"12281","Urban",0,0,"Personal"
"12282","Urban",0,0,"Personal"
"12283","Urban",0,0,"Personal"
"12284","Urban",0,0,"Personal"
"12285","Urban",0,0,"Personal"
"12286","Urban",0,0,"Personal"
"12287","Urban",0,0,"Personal"
"12288","Urban",0,0,"Personal"
"12289","Urban",0,0,"Personal"
"12290","Urban",0,0,"Personal"
"12291","Urban",0,0,"Personal"
"12292","Urban",0,0,"Personal"
"12293","Urban",0,0,"Personal"
"12294","Urban",0,0,"Personal"
"12295","Urban",0,0,"Personal"
"12296","Urban",0,0,"Personal"
"12297","Urban",0,0,"Personal"
"12298","Urban",0,0,"Personal"
"12299","Urban",0,0,"Personal"
"12300","Urban",0,0,"Personal"
"12301","Urban",0,0,"Personal"
"12302","Urban",0,0,"Personal"
"12303","Urban",0,0,"Personal"
"12304","Urban",0,0,"Personal"
"12305","Urban",0,0,"Personal"
"12306","Urban",0,0,"Personal"
"12307","Urban",0,0,"Personal"
"12308","Urban",0,0,"Personal"
"12309","Urban",0,0,"Personal"
"12310","Urban",0,0,"Personal"
"12311","Urban",0,0,"Personal"
"12312","Urban",0,0,"Personal"
"12313","Urban",0,0,"Personal"
"12314","Urban",0,0,"Personal"
"12315","Urban",0,0,"Personal"
"12316","Urban",0,0,"Personal"
"12317","Urban",0,0,"Personal"
"12318","Urban",0,0,"Personal"
"12319","Urban",0,0,"Personal"
"12320","Urban",0,0,"Personal"
"12321","Urban",0,0,"Personal"
"12322","Urban",0,0,"Personal"
"12323","Urban",0,0,"Personal"
"12324","Urban",0,0,"Personal"
"12325","Urban",0,0,"Personal"
"12326","Urban",0,0,"Personal"
"12327","Urban",0,0,"Personal"
"12328","Urban",0,0,"Personal"
"12329","Urban",0,0,"Personal"
"12330","Urban",0,0,"Personal"
"12331","Urban",0,0,"Personal"
"12332","Urban",0,0,"Personal"
"12333","Urban",0,0,"Personal"
"12334","Urban",0,0,"Personal"
"12335","Urban",0,0,"Personal"
"12336","Urban",0,0,"Personal"
"12337","Urban",0,0,"Personal"
"12338","Urban",0,0,"Personal"
"12339","Urban",0,0,"Personal"
"12340","Urban",0,0,"Personal"
"12341","Urban",0,0,"Personal"
"12342","Urban",0,0,"Personal"
"12343","Urban",0,0,"Personal"
"12344","Urban",0,0,"Personal"
"12345","Urban",0,0,"Personal"
"12346","Urban",0,0,"Personal"
"12347","Urban",0,0,"Personal"
"12348","Urban",0,0,"Personal"
"12349","Urban",0,0,"Personal"
"12350","Urban",0,0,"Personal"
"12351","Urban",0,0,"Personal"
"12352","Urban",0,0,"Personal"
"12353","Urban",0,0,"Personal"
"12354","Urban",0,0,"Personal"
"12355","Urban",0,0,"Personal"
"12356","Urban",0,0,"Personal"
"12357","Urban",0,0,"Personal"
"12358","Urban",0,0,"Personal"
"12359","Urban",0,0,"Personal"
"12360","Urban",0,0,"Personal"
"12361","Urban",0,0,"Personal"
"12362","Urban",0,0,"Personal"
"12363","Urban",0,0,"Personal"
"12364","Urban",0,0,"Personal"
"12365","Urban",0,0,"Personal"
"12366","Urban",0,0,"Personal"
"12367","Urban",0,0,"Personal"
"12368","Urban",0,0,"Personal"
"12369","Urban",0,0,"Personal"
"12370","Urban",0,0,"Personal"
"12371","Urban",0,0,"Personal"
"12372","Urban",0,0,"Personal"
"12373","Urban",0,0,"Personal"
"12374","Urban",0,0,"Personal"
"12375","Urban",0,0,"Personal"
"12376","Urban",0,0,"Personal"
"12377","Urban",0,0,"Personal"
"12378","Urban",0,0,"Personal"
"12379","Urban",0,0,"Personal"
"12380","Urban",0,0,"Personal"
"12381","Urban",0,0,"Personal"
"12382","Urban",0,0,"Personal"
"12383","Urban",0,0,"Personal"
"12384","Urban",0,0,"Personal"
"12385","Urban",0,0,"Personal"
"12386","Urban",0,0,"Personal"
"12387","Urban",0,0,"Personal"
"12388","Urban",0,0,"Personal"
"12389","Urban",0,226380,"Personal"
"12390","Urban",0,126905,"Personal"
"12391","Urban",0,124885,"Personal"
"12392","Urban",0,76266,"Personal"
"12393","Urban",0,51614,"Personal"
"12394","Urban",0,49580,"Personal"
"12395","Urban",0,29142,"Personal"
"12396","Urban",0,25419,"Personal"
"12397","Urban",0,6367,"Personal"
"12398","Urban",0,6289,"Personal"
"12399","Urban",0,5810,"Personal"
"12400","Urban",0,5698,"Personal"
"12401","Urban",0,4744,"Personal"
"12402","Urban",0,4723,"Personal"
"12403","Urban",0,4449,"Personal"
"12404","Urban",0,4165,"Personal"
"12405","Urban",0,1897,"Personal"
"12406","Urban",0,1704,"Personal"
"12407","Urban",0,1628,"Personal"
"12408","Urban",0,1455,"Personal"
"12409","Urban",0,1297,"Personal"
"12410","Urban",0,1275,"Personal"
"12411","Urban",0,1137,"Personal"
"12412","Urban",0,1057,"Personal"
"12413","Urban",0,1012,"Personal"
"12414","Urban",0,948,"Personal"
"12415","Urban",0,945,"Personal"
"12416","Urban",0,933,"Personal"
"12417","Urban",0,904,"Personal"
"12418","Urban",0,868,"Personal"
"12419","Urban",0,840,"Personal"
"12420","Urban",0,778,"Personal"
"12421","Urban",0,744,"Personal"
"12422","Urban",0,736,"Personal"
"12423","Urban",0,728,"Personal"
"12424","Urban",0,721,"Personal"
"12425","Urban",0,715,"Personal"
"12426","Urban",0,706,"Personal"
"12427","Urban",0,695,"Personal"
"12428","Urban",0,683,"Personal"
"12429","Urban",0,682,"Personal"
"12430","Urban",0,667,"Personal"
"12431","Urban",0,660,"Personal"
"12432","Urban",0,658,"Personal"
"12433","Urban",0,654,"Personal"
"12434","Urban",0,620,"Personal"
"12435","Urban",0,608,"Personal"
"12436","Urban",0,607,"Personal"
"12437","Urban",0,599,"Personal"
"12438","Urban",0,577,"Personal"
"12439","Urban",0,556,"Personal"
"12440","Urban",0,555,"Personal"
"12441","Urban",0,547,"Personal"
"12442","Urban",0,546,"Personal"
"12443","Urban",0,543,"Personal"
"12444","Urban",0,536,"Personal"
"12445","Urban",0,512,"Personal"
"12446","Urban",0,512,"Personal"
"12447","Urban",0,504,"Personal"
"12448","Urban",0,501,"Personal"
"12449","Urban",0,495,"Personal"
"12450","Urban",0,469,"Personal"
"12451","Urban",0,468,"Personal"
"12452","Urban",0,468,"Personal"
"12453","Urban",0,457,"Personal"
"12454","Urban",0,456,"Personal"
"12455","Urban",0,450,"Personal"
"12456","Urban",0,444,"Personal"
"12457","Urban",0,423,"Personal"
"12458","Urban",0,422,"Personal"
"12459","Urban",0,412,"Personal"
"12460","Urban",0,412,"Personal"
"12461","Urban",0,407,"Personal"
"12462","Urban",0,404,"Personal"
"12463","Urban",0,402,"Personal"
"12464","Urban",0,396,"Personal"
"12465","Urban",0,395,"Personal"
"12466","Urban",0,384,"Personal"
"12467","Urban",0,384,"Personal"
"12468","Urban",0,368,"Personal"
"12469","Urban",0,368,"Personal"
"12470","Urban",0,366,"Personal"
"12471","Urban",0,363,"Personal"
"12472","Urban",0,361,"Personal"
"12473","Urban",0,360,"Personal"
"12474","Urban",0,360,"Personal"
"12475","Urban",0,358,"Personal"
"12476","Urban",0,358,"Personal"
"12477","Urban",0,352,"Personal"
"12478","Urban",0,352,"Personal"
"12479","Urban",0,349,"Personal"
"12480","Urban",0,345,"Personal"
"12481","Urban",0,345,"Personal"
"12482","Urban",0,343,"Personal"
"12483","Urban",0,342,"Personal"
"12484","Urban",0,341,"Personal"
"12485","Urban",0,339,"Personal"
"12486","Urban",0,338,"Personal"
"12487","Urban",0,337,"Personal"
"12488","Urban",0,336,"Personal"
"12489","Urban",0,336,"Personal"
"12490","Urban",0,331,"Personal"
"12491","Urban",0,329,"Personal"
"12492","Urban",0,326,"Personal"
"12493","Urban",0,325,"Personal"
"12494","Urban",0,325,"Personal"
"12495","Urban",0,323,"Personal"
"12496","Urban",0,322,"Personal"
"12497","Urban",0,322,"Personal"
"12498","Urban",0,315,"Personal"
"12499","Urban",0,313,"Personal"
"12500","Urban",0,313,"Personal"
"12501","Urban",0,310,"Personal"
"12502","Urban",0,308,"Personal"
"12503","Urban",0,303,"Personal"
"12504","Urban",0,303,"Personal"
"12505","Urban",0,303,"Personal"
"12506","Urban",0,301,"Personal"
"12507","Urban",0,300,"Personal"
"12508","Urban",0,300,"Personal"
"12509","Urban",0,296,"Personal"
"12510","Urban",0,292,"Personal"
"12511","Urban",0,291,"Personal"
"12512","Urban",0,288,"Personal"
"12513","Urban",0,288,"Personal"
"12514","Urban",0,285,"Personal"
"12515","Urban",0,284,"Personal"
"12516","Urban",0,284,"Personal"
"12517","Urban",0,280,"Personal"
"12518","Urban",0,277,"Personal"
"12519","Urban",0,275,"Personal"
"12520","Urban",0,274,"Personal"
"12521","Urban",0,269,"Personal"
"12522","Urban",0,269,"Personal"
"12523","Urban",0,267,"Personal"
"12524","Urban",0,267,"Personal"
"12525","Urban",0,264,"Personal"
"12526","Urban",0,264,"Personal"
"12527","Urban",0,261,"Personal"
"12528","Urban",0,260,"Personal"
"12529","Urban",0,256,"Personal"
"12530","Urban",0,255,"Personal"
"12531","Urban",0,252,"Personal"
"12532","Urban",0,251,"Personal"
"12533","Urban",0,250,"Personal"
"12534","Urban",0,246,"Personal"
"12535","Urban",0,244,"Personal"
"12536","Urban",0,242,"Personal"
"12537","Urban",0,241,"Personal"
"12538","Urban",0,241,"Personal"
"12539","Urban",0,239,"Personal"
"12540","Urban",0,238,"Personal"
"12541","Urban",0,238,"Personal"
"12542","Urban",0,235,"Personal"
"12543","Urban",0,234,"Personal"
"12544","Urban",0,231,"Personal"
"12545","Urban",0,229,"Personal"
"12546","Urban",0,229,"Personal"
"12547","Urban",0,228,"Personal"
"12548","Urban",0,225,"Personal"
"12549","Urban",0,223,"Personal"
"12550","Urban",0,223,"Personal"
"12551","Urban",0,222,"Personal"
"12552","Urban",0,221,"Personal"
"12553","Urban",0,221,"Personal"
"12554","Urban",0,221,"Personal"
"12555","Urban",0,221,"Personal"
"12556","Urban",0,217,"Personal"
"12557","Urban",0,215,"Personal"
"12558","Urban",0,214,"Personal"
"12559","Urban",0,214,"Personal"
"12560","Urban",0,212,"Personal"
"12561","Urban",0,210,"Personal"
"12562","Urban",0,208,"Personal"
"12563","Urban",0,208,"Personal"
"12564","Urban",0,208,"Personal"
"12565","Urban",0,204,"Personal"
"12566","Urban",0,204,"Personal"
"12567","Urban",0,204,"Personal"
"12568","Urban",0,204,"Personal"
"12569","Urban",0,202,"Personal"
"12570","Urban",0,202,"Personal"
"12571","Urban",0,201,"Personal"
"12572","Urban",0,201,"Personal"
"12573","Urban",0,200,"Personal"
"12574","Urban",0,200,"Personal"
"12575","Urban",0,200,"Personal"
"12576","Urban",0,198,"Personal"
"12577","Urban",0,198,"Personal"
"12578","Urban",0,198,"Personal"
"12579","Urban",0,195,"Personal"
"12580","Urban",0,193,"Personal"
"12581","Urban",0,192,"Personal"
"12582","Urban",0,191,"Personal"
"12583","Urban",0,190,"Personal"
"12584","Urban",0,190,"Personal"
"12585","Urban",0,190,"Personal"
"12586","Urban",0,188,"Personal"
"12587","Urban",0,188,"Personal"
"12588","Urban",0,187,"Personal"
"12589","Urban",0,187,"Personal"
"12590","Urban",0,184,"Personal"
"12591","Urban",0,184,"Personal"
"12592","Urban",0,184,"Personal"
"12593","Urban",0,184,"Personal"
"12594","Urban",0,183,"Personal"
"12595","Urban",0,179,"Personal"
"12596","Urban",0,177,"Personal"
"12597","Urban",0,175,"Personal"
"12598","Urban",0,175,"Personal"
"12599","Urban",0,174,"Personal"
"12600","Urban",0,173,"Personal"
"12601","Urban",0,173,"Personal"
"12602","Urban",0,172,"Personal"
"12603","Urban",0,171,"Personal"
"12604","Urban",0,170,"Personal"
"12605","Urban",0,170,"Personal"
"12606","Urban",0,169,"Personal"
"12607","Urban",0,168,"Personal"
"12608","Urban",0,167,"Personal"
"12609","Urban",0,165,"Personal"
"12610","Urban",0,165,"Personal"
"12611","Urban",0,165,"Personal"
"12612","Urban",0,163,"Personal"
"12613","Urban",0,162,"Personal"
"12614","Urban",0,161,"Personal"
"12615","Urban",0,158,"Personal"
"12616","Urban",0,158,"Personal"
"12617","Urban",0,157,"Personal"
"12618","Urban",0,157,"Personal"
"12619","Urban",0,155,"Personal"
"12620","Urban",0,154,"Personal"
"12621","Urban",0,153,"Personal"
"12622","Urban",0,153,"Personal"
"12623","Urban",0,153,"Personal"
"12624","Urban",0,152,"Personal"
"12625","Urban",0,151,"Personal"
"12626","Urban",0,150,"Personal"
"12627","Urban",0,149,"Personal"
"12628","Urban",0,148,"Personal"
"12629","Urban",0,146,"Personal"
"12630","Urban",0,145,"Personal"
"12631","Urban",0,144,"Personal"
"12632","Urban",0,143,"Personal"
"12633","Urban",0,143,"Personal"
"12634","Urban",0,143,"Personal"
"12635","Urban",0,142,"Personal"
"12636","Urban",0,141,"Personal"
"12637","Urban",0,139,"Personal"
"12638","Urban",0,138,"Personal"
"12639","Urban",0,137,"Personal"
"12640","Urban",0,136,"Personal"
"12641","Urban",0,136,"Personal"
"12642","Urban",0,135,"Personal"
"12643","Urban",0,135,"Personal"
"12644","Urban",0,132,"Personal"
"12645","Urban",0,131,"Personal"
"12646","Urban",0,131,"Personal"
"12647","Urban",0,131,"Personal"
"12648","Urban",0,130,"Personal"
"12649","Urban",0,129,"Personal"
"12650","Urban",0,129,"Personal"
"12651","Urban",0,128,"Personal"
"12652","Urban",0,125,"Personal"
"12653","Urban",0,124,"Personal"
"12654","Urban",0,123,"Personal"
"12655","Urban",0,122,"Personal"
"12656","Urban",0,121,"Personal"
"12657","Urban",0,120,"Personal"
"12658","Urban",0,120,"Personal"
"12659","Urban",0,119,"Personal"
"12660","Urban",0,119,"Personal"
"12661","Urban",0,119,"Personal"
"12662","Urban",0,119,"Personal"
"12663","Urban",0,117,"Personal"
"12664","Urban",0,117,"Personal"
"12665","Urban",0,117,"Personal"
"12666","Urban",0,116,"Personal"
"12667","Urban",0,113,"Personal"
"12668","Urban",0,113,"Personal"
"12669","Urban",0,113,"Personal"
"12670","Urban",0,113,"Personal"
"12671","Urban",0,113,"Personal"
"12672","Urban",0,113,"Personal"
"12673","Urban",0,112,"Personal"
"12674","Urban",0,111,"Personal"
"12675","Urban",0,111,"Personal"
"12676","Urban",0,109,"Personal"
"12677","Urban",0,109,"Personal"
"12678","Urban",0,109,"Personal"
"12679","Urban",0,108,"Personal"
"12680","Urban",0,107,"Personal"
"12681","Urban",0,106,"Personal"
"12682","Urban",0,106,"Personal"
"12683","Urban",0,105,"Personal"
"12684","Urban",0,103,"Personal"
"12685","Urban",0,103,"Personal"
"12686","Urban",0,102,"Personal"
"12687","Urban",0,101,"Personal"
"12688","Urban",0,100,"Personal"
"12689","Urban",0,99,"Personal"
"12690","Urban",0,98,"Personal"
"12691","Urban",0,98,"Personal"
"12692","Urban",0,98,"Personal"
"12693","Urban",0,97,"Personal"
"12694","Urban",0,97,"Personal"
"12695","Urban",0,97,"Personal"
"12696","Urban",0,97,"Personal"
"12697","Urban",0,96,"Personal"
"12698","Urban",0,96,"Personal"
"12699","Urban",0,96,"Personal"
"12700","Urban",0,96,"Personal"
"12701","Urban",0,94,"Personal"
"12702","Urban",0,94,"Personal"
"12703","Urban",0,94,"Personal"
"12704","Urban",0,93,"Personal"
"12705","Urban",0,93,"Personal"
"12706","Urban",0,92,"Personal"
"12707","Urban",0,92,"Personal"
"12708","Urban",0,92,"Personal"
"12709","Urban",0,91,"Personal"
"12710","Urban",0,91,"Personal"
"12711","Urban",0,91,"Personal"
"12712","Urban",0,91,"Personal"
"12713","Urban",0,90,"Personal"
"12714","Urban",0,90,"Personal"
"12715","Urban",0,90,"Personal"
"12716","Urban",0,89,"Personal"
"12717","Urban",0,89,"Personal"
"12718","Urban",0,89,"Personal"
"12719","Urban",0,88,"Personal"
"12720","Urban",0,87,"Personal"
"12721","Urban",0,86,"Personal"
"12722","Urban",0,85,"Personal"
"12723","Urban",0,85,"Personal"
"12724","Urban",0,85,"Personal"
"12725","Urban",0,83,"Personal"
"12726","Urban",0,83,"Personal"
"12727","Urban",0,83,"Personal"
"12728","Urban",0,81,"Personal"
"12729","Urban",0,81,"Personal"
"12730","Urban",0,80,"Personal"
"12731","Urban",0,80,"Personal"
"12732","Urban",0,79,"Personal"
"12733","Urban",0,79,"Personal"
"12734","Urban",0,79,"Personal"
"12735","Urban",0,78,"Personal"
"12736","Urban",0,78,"Personal"
"12737","Urban",0,77,"Personal"
"12738","Urban",0,77,"Personal"
"12739","Urban",0,77,"Personal"
"12740","Urban",0,77,"Personal"
"12741","Urban",0,76,"Personal"
"12742","Urban",0,76,"Personal"
"12743","Urban",0,75,"Personal"
"12744","Urban",0,75,"Personal"
"12745","Urban",0,74,"Personal"
"12746","Urban",0,73,"Personal"
"12747","Urban",0,73,"Personal"
"12748","Urban",0,73,"Personal"
"12749","Urban",0,72,"Personal"
"12750","Urban",0,72,"Personal"
"12751","Urban",0,72,"Personal"
"12752","Urban",0,72,"Personal"
"12753","Urban",0,72,"Personal"
"12754","Urban",0,71,"Personal"
"12755","Urban",0,71,"Personal"
"12756","Urban",0,71,"Personal"
"12757","Urban",0,71,"Personal"
"12758","Urban",0,70,"Personal"
"12759","Urban",0,69,"Personal"
"12760","Urban",0,69,"Personal"
"12761","Urban",0,68,"Personal"
"12762","Urban",0,67,"Personal"
"12763","Urban",0,67,"Personal"
"12764","Urban",0,67,"Personal"
"12765","Urban",0,67,"Personal"
"12766","Urban",0,66,"Personal"
"12767","Urban",0,66,"Personal"
"12768","Urban",0,66,"Personal"
"12769","Urban",0,65,"Personal"
"12770","Urban",0,65,"Personal"
"12771","Urban",0,65,"Personal"
"12772","Urban",0,65,"Personal"
"12773","Urban",0,63,"Personal"
"12774","Urban",0,63,"Personal"
"12775","Urban",0,63,"Personal"
"12776","Urban",0,62,"Personal"
"12777","Urban",0,62,"Personal"
"12778","Urban",0,62,"Personal"
"12779","Urban",0,62,"Personal"
"12780","Urban",0,61,"Personal"
"12781","Urban",0,61,"Personal"
"12782","Urban",0,61,"Personal"
"12783","Urban",0,61,"Personal"
"12784","Urban",0,61,"Personal"
"12785","Urban",0,61,"Personal"
"12786","Urban",0,61,"Personal"
"12787","Urban",0,60,"Personal"
"12788","Urban",0,60,"Personal"
"12789","Urban",0,60,"Personal"
"12790","Urban",0,60,"Personal"
"12791","Urban",0,59,"Personal"
"12792","Urban",0,59,"Personal"
"12793","Urban",0,59,"Personal"
"12794","Urban",0,59,"Personal"
"12795","Urban",0,59,"Personal"
"12796","Urban",0,58,"Personal"
"12797","Urban",0,58,"Personal"
"12798","Urban",0,58,"Personal"
"12799","Urban",0,57,"Personal"
"12800","Urban",0,57,"Personal"
"12801","Urban",0,57,"Personal"
"12802","Urban",0,57,"Personal"
"12803","Urban",0,56,"Personal"
"12804","Urban",0,55,"Personal"
"12805","Urban",0,55,"Personal"
"12806","Urban",0,55,"Personal"
"12807","Urban",0,55,"Personal"
"12808","Urban",0,55,"Personal"
"12809","Urban",0,54,"Personal"
"12810","Urban",0,54,"Personal"
"12811","Urban",0,54,"Personal"
"12812","Urban",0,54,"Personal"
"12813","Urban",0,54,"Personal"
"12814","Urban",0,53,"Personal"
"12815","Urban",0,53,"Personal"
"12816","Urban",0,52,"Personal"
"12817","Urban",0,52,"Personal"
"12818","Urban",0,52,"Personal"
"12819","Urban",0,51,"Personal"
"12820","Urban",0,51,"Personal"
"12821","Urban",0,51,"Personal"
"12822","Urban",0,50,"Personal"
"12823","Urban",0,50,"Personal"
"12824","Urban",0,50,"Personal"
"12825","Urban",0,50,"Personal"
"12826","Urban",0,49,"Personal"
"12827","Urban",0,49,"Personal"
"12828","Urban",0,49,"Personal"
"12829","Urban",0,48,"Personal"
"12830","Urban",0,48,"Personal"
"12831","Urban",0,47,"Personal"
"12832","Urban",0,47,"Personal"
"12833","Urban",0,47,"Personal"
"12834","Urban",0,46,"Personal"
"12835","Urban",0,46,"Personal"
"12836","Urban",0,46,"Personal"
"12837","Urban",0,45,"Personal"
"12838","Urban",0,45,"Personal"
"12839","Urban",0,45,"Personal"
"12840","Urban",0,45,"Personal"
