"","rural_urban","favorite_count","retweet_count","official_private"
"4409","Rural",12,0,"Personal"
"4410","Rural",11,3,"Personal"
"4411","Urban",11,3,"Personal"
"4412","Urban",11,0,"Personal"
"4413","Urban",11,3,"Personal"
"4414","Urban",11,3,"Personal"
"4415","Urban",11,2,"Personal"
"4416","Urban",11,1,"Personal"
"4417","Urban",11,1,"Personal"
"4418","Urban",11,1,"Personal"
"4419","Urban",11,1,"Personal"
"4420","Urban",11,0,"Personal"
"4421","Rural",11,5,"Personal"
"4422","Rural",11,0,"Personal"
"4423","Rural",10,7,"Personal"
"4424","Rural",10,4,"Personal"
"4425","Rural",10,3,"Personal"
"4426","Rural",10,2,"Personal"
"4427","Rural",10,2,"Personal"
"4428","Rural",10,2,"Personal"
"4429","Rural",10,2,"Personal"
"4430","Rural",10,1,"Personal"
"4431","Rural",10,0,"Personal"
"4432","Rural",10,0,"Personal"
"4433","Urban",10,3,"Personal"
"4434","Urban",10,0,"Personal"
"4435","Urban",10,7,"Personal"
"4436","Urban",10,5,"Personal"
"4437","Urban",10,5,"Personal"
"4438","Urban",10,3,"Personal"
"4439","Urban",10,2,"Personal"
"4440","Urban",10,2,"Personal"
"4441","Urban",10,1,"Personal"
"4442","Urban",10,0,"Personal"
"4443","Urban",10,0,"Personal"
"4444","Urban",10,0,"Personal"
"4445","Urban",10,0,"Personal"
"4446","Urban",10,0,"Personal"
"4447","Rural",10,5,"Personal"
"4448","Rural",10,0,"Personal"
"4449","Rural",9,3,"Personal"
"4450","Rural",9,1,"Personal"
"4451","Rural",9,0,"Personal"
"4452","Rural",9,1,"Personal"
"4453","Urban",9,7,"Personal"
"4454","Urban",9,2,"Personal"
"4455","Urban",9,1,"Personal"
"4456","Urban",9,1,"Personal"
"4457","Urban",9,1,"Personal"
"4458","Urban",9,1,"Personal"
"4459","Urban",9,0,"Personal"
"4460","Urban",9,0,"Personal"
"4461","Urban",9,0,"Personal"
"4462","Urban",9,3,"Personal"
"4463","Urban",9,2,"Personal"
"4464","Urban",9,2,"Personal"
"4465","Urban",9,1,"Personal"
"4466","Urban",9,1,"Personal"
"4467","Urban",9,1,"Personal"
"4468","Urban",9,1,"Personal"
"4469","Urban",9,1,"Personal"
"4470","Urban",9,0,"Personal"
"4471","Urban",9,0,"Personal"
"4472","Rural",9,3,"Personal"
"4473","Rural",8,5,"Personal"
"4474","Rural",8,4,"Personal"
"4475","Rural",8,3,"Personal"
"4476","Rural",8,3,"Personal"
"4477","Rural",8,2,"Personal"
"4478","Rural",8,2,"Personal"
"4479","Rural",8,1,"Personal"
"4480","Rural",8,1,"Personal"
"4481","Rural",8,0,"Personal"
"4482","Rural",8,0,"Personal"
"4483","Rural",8,0,"Personal"
"4484","Rural",8,0,"Personal"
"4485","Rural",8,0,"Personal"
"4486","Rural",8,2,"Personal"
"4487","Rural",8,2,"Personal"
"4488","Urban",8,1,"Personal"
"4489","Urban",8,0,"Personal"
"4490","Urban",8,7,"Personal"
"4491","Urban",8,6,"Personal"
"4492","Urban",8,6,"Personal"
"4493","Urban",8,5,"Personal"
"4494","Urban",8,5,"Personal"
"4495","Urban",8,4,"Personal"
"4496","Urban",8,3,"Personal"
"4497","Urban",8,2,"Personal"
"4498","Urban",8,2,"Personal"
"4499","Urban",8,2,"Personal"
"4500","Urban",8,2,"Personal"
"4501","Urban",8,2,"Personal"
"4502","Urban",8,2,"Personal"
"4503","Urban",8,1,"Personal"
"4504","Urban",8,0,"Personal"
"4505","Urban",8,0,"Personal"
"4506","Urban",8,0,"Personal"
"4507","Urban",8,0,"Personal"
"4508","Urban",8,0,"Personal"
"4509","Rural",8,2,"Personal"
"4510","Rural",8,1,"Personal"
"4511","Rural",8,0,"Personal"
"4512","Rural",8,0,"Personal"
"4513","Rural",7,5,"Personal"
"4514","Rural",7,4,"Personal"
"4515","Rural",7,3,"Personal"
"4516","Rural",7,3,"Personal"
"4517","Rural",7,2,"Personal"
"4518","Rural",7,0,"Personal"
"4519","Rural",7,0,"Personal"
"4520","Rural",7,0,"Personal"
"4521","Rural",7,0,"Personal"
"4522","Rural",7,3,"Personal"
"4523","Rural",7,0,"Personal"
"4524","Rural",7,7,"Personal"
"4525","Rural",7,3,"Personal"
"4526","Rural",7,1,"Personal"
"4527","Urban",7,4,"Personal"
"4528","Urban",7,3,"Personal"
"4529","Urban",7,2,"Personal"
"4530","Urban",7,1,"Personal"
"4531","Urban",7,1,"Personal"
"4532","Urban",7,1,"Personal"
"4533","Urban",7,1,"Personal"
"4534","Urban",7,1,"Personal"
"4535","Urban",7,0,"Personal"
"4536","Urban",7,0,"Personal"
"4537","Urban",7,0,"Personal"
"4538","Urban",7,3,"Personal"
"4539","Urban",7,2,"Personal"
"4540","Urban",7,2,"Personal"
"4541","Urban",7,2,"Personal"
"4542","Urban",7,2,"Personal"
"4543","Urban",7,0,"Personal"
"4544","Urban",7,0,"Personal"
"4545","Urban",7,0,"Personal"
"4546","Urban",7,0,"Personal"
"4547","Urban",7,0,"Personal"
"4548","Urban",7,0,"Personal"
"4549","Rural",7,2,"Personal"
"4550","Rural",7,2,"Personal"
"4551","Rural",7,0,"Personal"
"4552","Rural",6,10,"Personal"
"4553","Rural",6,5,"Personal"
"4554","Rural",6,5,"Personal"
"4555","Rural",6,3,"Personal"
"4556","Rural",6,3,"Personal"
"4557","Rural",6,3,"Personal"
"4558","Rural",6,2,"Personal"
"4559","Rural",6,2,"Personal"
"4560","Rural",6,1,"Personal"
"4561","Rural",6,1,"Personal"
"4562","Rural",6,1,"Personal"
"4563","Rural",6,0,"Personal"
"4564","Rural",6,0,"Personal"
"4565","Rural",6,0,"Personal"
"4566","Rural",6,0,"Personal"
"4567","Urban",6,10,"Personal"
"4568","Urban",6,2,"Personal"
"4569","Urban",6,2,"Personal"
"4570","Urban",6,2,"Personal"
"4571","Urban",6,1,"Personal"
"4572","Urban",6,0,"Personal"
"4573","Urban",6,6,"Personal"
"4574","Urban",6,3,"Personal"
"4575","Urban",6,3,"Personal"
"4576","Urban",6,3,"Personal"
"4577","Urban",6,3,"Personal"
"4578","Urban",6,2,"Personal"
"4579","Urban",6,2,"Personal"
"4580","Urban",6,2,"Personal"
"4581","Urban",6,1,"Personal"
"4582","Urban",6,1,"Personal"
"4583","Urban",6,1,"Personal"
"4584","Urban",6,1,"Personal"
"4585","Urban",6,1,"Personal"
"4586","Urban",6,1,"Personal"
"4587","Urban",6,0,"Personal"
"4588","Urban",6,0,"Personal"
"4589","Urban",6,0,"Personal"
"4590","Urban",6,0,"Personal"
"4591","Urban",6,0,"Personal"
"4592","Urban",6,0,"Personal"
"4593","Urban",6,0,"Personal"
"4594","Urban",6,0,"Personal"
"4595","Rural",6,2,"Personal"
"4596","Rural",6,1,"Personal"
"4597","Rural",6,1,"Personal"
"4598","Rural",6,1,"Personal"
"4599","Rural",5,4,"Personal"
"4600","Rural",5,4,"Personal"
"4601","Rural",5,3,"Personal"
"4602","Rural",5,2,"Personal"
"4603","Rural",5,1,"Personal"
"4604","Rural",5,1,"Personal"
"4605","Rural",5,1,"Personal"
"4606","Rural",5,1,"Personal"
"4607","Rural",5,1,"Personal"
"4608","Rural",5,1,"Personal"
"4609","Rural",5,1,"Personal"
"4610","Rural",5,0,"Personal"
"4611","Rural",5,2,"Personal"
"4612","Rural",5,0,"Personal"
"4613","Urban",5,3,"Personal"
"4614","Urban",5,3,"Personal"
"4615","Urban",5,2,"Personal"
"4616","Urban",5,1,"Personal"
"4617","Urban",5,1,"Personal"
"4618","Urban",5,1,"Personal"
"4619","Urban",5,0,"Personal"
"4620","Urban",5,0,"Personal"
"4621","Urban",5,0,"Personal"
"4622","Urban",5,0,"Personal"
"4623","Urban",5,0,"Personal"
"4624","Urban",5,9,"Personal"
"4625","Urban",5,3,"Personal"
"4626","Urban",5,3,"Personal"
"4627","Urban",5,3,"Personal"
"4628","Urban",5,3,"Personal"
"4629","Urban",5,2,"Personal"
"4630","Urban",5,2,"Personal"
"4631","Urban",5,2,"Personal"
"4632","Urban",5,2,"Personal"
"4633","Urban",5,2,"Personal"
"4634","Urban",5,1,"Personal"
"4635","Urban",5,1,"Personal"
"4636","Urban",5,1,"Personal"
"4637","Urban",5,1,"Personal"
"4638","Urban",5,1,"Personal"
"4639","Urban",5,1,"Personal"
"4640","Urban",5,1,"Personal"
"4641","Urban",5,1,"Personal"
"4642","Urban",5,1,"Personal"
"4643","Urban",5,1,"Personal"
"4644","Urban",5,1,"Personal"
"4645","Urban",5,1,"Personal"
"4646","Urban",5,1,"Personal"
"4647","Urban",5,1,"Personal"
"4648","Urban",5,1,"Personal"
"4649","Urban",5,0,"Personal"
"4650","Urban",5,0,"Personal"
"4651","Urban",5,0,"Personal"
"4652","Urban",5,0,"Personal"
"4653","Urban",5,0,"Personal"
"4654","Urban",5,0,"Personal"
"4655","Urban",5,0,"Personal"
"4656","Urban",5,0,"Personal"
"4657","Urban",5,0,"Personal"
"4658","Urban",5,0,"Personal"
"4659","Urban",5,0,"Personal"
"4660","Urban",5,0,"Personal"
"4661","Rural",5,9,"Personal"
"4662","Rural",5,1,"Personal"
"4663","Rural",5,1,"Personal"
"4664","Rural",5,0,"Personal"
"4665","Rural",5,0,"Personal"
"4666","Rural",4,5,"Personal"
"4667","Rural",4,4,"Personal"
"4668","Rural",4,2,"Personal"
"4669","Rural",4,2,"Personal"
"4670","Rural",4,2,"Personal"
"4671","Rural",4,2,"Personal"
"4672","Rural",4,2,"Personal"
"4673","Rural",4,2,"Personal"
"4674","Rural",4,2,"Personal"
"4675","Rural",4,1,"Personal"
"4676","Rural",4,1,"Personal"
"4677","Rural",4,1,"Personal"
"4678","Rural",4,0,"Personal"
"4679","Rural",4,0,"Personal"
"4680","Rural",4,0,"Personal"
"4681","Rural",4,0,"Personal"
"4682","Rural",4,0,"Personal"
"4683","Rural",4,4,"Personal"
"4684","Rural",4,0,"Personal"
"4685","Rural",4,0,"Personal"
"4686","Rural",4,5,"Personal"
"4687","Rural",4,0,"Personal"
"4688","Rural",4,0,"Personal"
"4689","Urban",4,3,"Personal"
"4690","Urban",4,3,"Personal"
"4691","Urban",4,2,"Personal"
"4692","Urban",4,2,"Personal"
"4693","Urban",4,2,"Personal"
"4694","Urban",4,1,"Personal"
"4695","Urban",4,1,"Personal"
"4696","Urban",4,0,"Personal"
"4697","Urban",4,0,"Personal"
"4698","Urban",4,0,"Personal"
"4699","Urban",4,0,"Personal"
"4700","Urban",4,0,"Personal"
"4701","Urban",4,0,"Personal"
"4702","Urban",4,0,"Personal"
"4703","Urban",4,0,"Personal"
"4704","Urban",4,0,"Personal"
"4705","Urban",4,11,"Personal"
"4706","Urban",4,5,"Personal"
"4707","Urban",4,4,"Personal"
"4708","Urban",4,3,"Personal"
"4709","Urban",4,3,"Personal"
"4710","Urban",4,3,"Personal"
"4711","Urban",4,2,"Personal"
"4712","Urban",4,2,"Personal"
"4713","Urban",4,2,"Personal"
"4714","Urban",4,2,"Personal"
"4715","Urban",4,1,"Personal"
"4716","Urban",4,1,"Personal"
"4717","Urban",4,1,"Personal"
"4718","Urban",4,1,"Personal"
"4719","Urban",4,1,"Personal"
"4720","Urban",4,1,"Personal"
"4721","Urban",4,1,"Personal"
"4722","Urban",4,1,"Personal"
"4723","Urban",4,1,"Personal"
"4724","Urban",4,0,"Personal"
"4725","Urban",4,0,"Personal"
"4726","Urban",4,0,"Personal"
"4727","Urban",4,0,"Personal"
"4728","Urban",4,0,"Personal"
"4729","Urban",4,0,"Personal"
"4730","Urban",4,0,"Personal"
"4731","Urban",4,0,"Personal"
"4732","Urban",4,0,"Personal"
"4733","Urban",4,0,"Personal"
"4734","Urban",4,0,"Personal"
"4735","Urban",4,0,"Personal"
"4736","Urban",4,0,"Personal"
"4737","Urban",4,0,"Personal"
"4738","Urban",4,0,"Personal"
"4739","Urban",4,0,"Personal"
"4740","Urban",4,0,"Personal"
"4741","Urban",4,0,"Personal"
"4742","Urban",4,0,"Personal"
"4743","Urban",4,0,"Personal"
"4744","Urban",4,0,"Personal"
"4745","Urban",4,0,"Personal"
"4746","Urban",4,0,"Personal"
"4747","Urban",4,0,"Personal"
"4748","Urban",4,0,"Personal"
"4749","Urban",4,0,"Personal"
"4750","Urban",4,0,"Personal"
"4751","Urban",4,0,"Personal"
"4752","Rural",4,2,"Personal"
"4753","Rural",4,2,"Personal"
"4754","Rural",4,1,"Personal"
"4755","Rural",4,0,"Personal"
"4756","Rural",3,11,"Personal"
"4757","Rural",3,9,"Personal"
"4758","Rural",3,7,"Personal"
"4759","Rural",3,5,"Personal"
"4760","Rural",3,4,"Personal"
"4761","Rural",3,4,"Personal"
"4762","Rural",3,2,"Personal"
"4763","Rural",3,2,"Personal"
"4764","Rural",3,2,"Personal"
"4765","Rural",3,1,"Personal"
"4766","Rural",3,1,"Personal"
"4767","Rural",3,1,"Personal"
"4768","Rural",3,1,"Personal"
"4769","Rural",3,1,"Personal"
"4770","Rural",3,1,"Personal"
"4771","Rural",3,1,"Personal"
"4772","Rural",3,1,"Personal"
"4773","Rural",3,1,"Personal"
"4774","Rural",3,0,"Personal"
"4775","Rural",3,0,"Personal"
"4776","Rural",3,0,"Personal"
"4777","Rural",3,0,"Personal"
"4778","Rural",3,0,"Personal"
"4779","Rural",3,0,"Personal"
"4780","Rural",3,0,"Personal"
"4781","Rural",3,0,"Personal"
"4782","Rural",3,0,"Personal"
"4783","Rural",3,0,"Personal"
"4784","Rural",3,0,"Personal"
"4785","Rural",3,0,"Personal"
"4786","Rural",3,0,"Personal"
"4787","Rural",3,0,"Personal"
"4788","Rural",3,4,"Personal"
"4789","Rural",3,2,"Personal"
"4790","Rural",3,2,"Personal"
"4791","Rural",3,1,"Personal"
"4792","Rural",3,1,"Personal"
"4793","Rural",3,1,"Personal"
"4794","Rural",3,1,"Personal"
"4795","Rural",3,1,"Personal"
"4796","Rural",3,0,"Personal"
"4797","Rural",3,0,"Personal"
"4798","Rural",3,0,"Personal"
"4799","Rural",3,0,"Personal"
"4800","Rural",3,0,"Personal"
"4801","Rural",3,3,"Personal"
"4802","Rural",3,2,"Personal"
"4803","Urban",3,6,"Personal"
"4804","Urban",3,2,"Personal"
"4805","Urban",3,2,"Personal"
"4806","Urban",3,2,"Personal"
"4807","Urban",3,1,"Personal"
"4808","Urban",3,1,"Personal"
"4809","Urban",3,1,"Personal"
"4810","Urban",3,1,"Personal"
"4811","Urban",3,1,"Personal"
"4812","Urban",3,1,"Personal"
"4813","Urban",3,0,"Personal"
"4814","Urban",3,0,"Personal"
"4815","Urban",3,0,"Personal"
"4816","Urban",3,0,"Personal"
"4817","Urban",3,0,"Personal"
"4818","Urban",3,0,"Personal"
"4819","Urban",3,0,"Personal"
"4820","Urban",3,0,"Personal"
"4821","Urban",3,0,"Personal"
"4822","Urban",3,0,"Personal"
"4823","Urban",3,0,"Personal"
"4824","Urban",3,0,"Personal"
"4825","Urban",3,0,"Personal"
"4826","Urban",3,0,"Personal"
"4827","Urban",3,0,"Personal"
"4828","Urban",3,0,"Personal"
"4829","Urban",3,4,"Personal"
"4830","Urban",3,4,"Personal"
"4831","Urban",3,3,"Personal"
"4832","Urban",3,3,"Personal"
"4833","Urban",3,3,"Personal"
"4834","Urban",3,2,"Personal"
"4835","Urban",3,2,"Personal"
"4836","Urban",3,2,"Personal"
"4837","Urban",3,2,"Personal"
"4838","Urban",3,2,"Personal"
"4839","Urban",3,2,"Personal"
"4840","Urban",3,2,"Personal"
"4841","Urban",3,1,"Personal"
"4842","Urban",3,1,"Personal"
"4843","Urban",3,1,"Personal"
"4844","Urban",3,1,"Personal"
"4845","Urban",3,1,"Personal"
"4846","Urban",3,1,"Personal"
"4847","Urban",3,1,"Personal"
"4848","Urban",3,1,"Personal"
"4849","Urban",3,1,"Personal"
"4850","Urban",3,1,"Personal"
"4851","Urban",3,0,"Personal"
"4852","Urban",3,0,"Personal"
"4853","Urban",3,0,"Personal"
"4854","Urban",3,0,"Personal"
"4855","Urban",3,0,"Personal"
"4856","Urban",3,0,"Personal"
"4857","Urban",3,0,"Personal"
"4858","Urban",3,0,"Personal"
"4859","Urban",3,0,"Personal"
"4860","Urban",3,0,"Personal"
"4861","Urban",3,0,"Personal"
"4862","Urban",3,0,"Personal"
"4863","Urban",3,0,"Personal"
"4864","Urban",3,0,"Personal"
"4865","Urban",3,0,"Personal"
"4866","Urban",3,0,"Personal"
"4867","Urban",3,0,"Personal"
"4868","Urban",3,0,"Personal"
"4869","Urban",3,0,"Personal"
"4870","Urban",3,0,"Personal"
"4871","Urban",3,0,"Personal"
"4872","Urban",3,0,"Personal"
"4873","Urban",3,0,"Personal"
"4874","Urban",3,0,"Personal"
"4875","Urban",3,0,"Personal"
"4876","Urban",3,0,"Personal"
"4877","Urban",3,0,"Personal"
"4878","Urban",3,0,"Personal"
"4879","Urban",3,0,"Personal"
"4880","Rural",3,4,"Personal"
"4881","Rural",3,4,"Personal"
"4882","Rural",3,2,"Personal"
"4883","Rural",3,1,"Personal"
"4884","Rural",3,1,"Personal"
"4885","Rural",3,1,"Personal"
"4886","Rural",3,1,"Personal"
"4887","Rural",3,1,"Personal"
"4888","Rural",3,1,"Personal"
"4889","Rural",3,0,"Personal"
"4890","Rural",3,0,"Personal"
"4891","Rural",3,0,"Personal"
"4892","Rural",3,0,"Personal"
"4893","Rural",3,0,"Personal"
"4894","Rural",3,0,"Personal"
"4895","Rural",3,0,"Personal"
"4896","Rural",3,0,"Personal"
"4897","Rural",3,0,"Personal"
"4898","Rural",2,4,"Personal"
"4899","Rural",2,4,"Personal"
"4900","Rural",2,4,"Personal"
"4901","Rural",2,3,"Personal"
"4902","Rural",2,3,"Personal"
"4903","Rural",2,3,"Personal"
"4904","Rural",2,2,"Personal"
"4905","Rural",2,2,"Personal"
"4906","Rural",2,2,"Personal"
"4907","Rural",2,2,"Personal"
"4908","Rural",2,2,"Personal"
"4909","Rural",2,1,"Personal"
"4910","Rural",2,1,"Personal"
"4911","Rural",2,1,"Personal"
"4912","Rural",2,1,"Personal"
"4913","Rural",2,1,"Personal"
"4914","Rural",2,1,"Personal"
"4915","Rural",2,1,"Personal"
"4916","Rural",2,0,"Personal"
"4917","Rural",2,0,"Personal"
"4918","Rural",2,0,"Personal"
"4919","Rural",2,0,"Personal"
"4920","Rural",2,0,"Personal"
"4921","Rural",2,0,"Personal"
"4922","Rural",2,0,"Personal"
"4923","Rural",2,0,"Personal"
"4924","Rural",2,0,"Personal"
"4925","Rural",2,0,"Personal"
"4926","Rural",2,0,"Personal"
"4927","Rural",2,0,"Personal"
"4928","Rural",2,0,"Personal"
"4929","Rural",2,0,"Personal"
"4930","Rural",2,0,"Personal"
"4931","Rural",2,0,"Personal"
"4932","Rural",2,0,"Personal"
"4933","Rural",2,0,"Personal"
"4934","Rural",2,0,"Personal"
"4935","Rural",2,0,"Personal"
"4936","Rural",2,0,"Personal"
"4937","Rural",2,0,"Personal"
"4938","Rural",2,13,"Personal"
"4939","Rural",2,1,"Personal"
"4940","Rural",2,0,"Personal"
"4941","Rural",2,0,"Personal"
"4942","Rural",2,0,"Personal"
"4943","Rural",2,0,"Personal"
"4944","Rural",2,0,"Personal"
"4945","Rural",2,0,"Personal"
"4946","Rural",2,0,"Personal"
"4947","Rural",2,0,"Personal"
"4948","Rural",2,0,"Personal"
"4949","Rural",2,0,"Personal"
"4950","Rural",2,0,"Personal"
"4951","Rural",2,0,"Personal"
"4952","Rural",2,0,"Personal"
"4953","Urban",2,2,"Personal"
"4954","Urban",2,2,"Personal"
"4955","Urban",2,2,"Personal"
"4956","Urban",2,1,"Personal"
"4957","Urban",2,1,"Personal"
"4958","Urban",2,1,"Personal"
"4959","Urban",2,1,"Personal"
"4960","Urban",2,1,"Personal"
"4961","Urban",2,1,"Personal"
"4962","Urban",2,1,"Personal"
"4963","Urban",2,0,"Personal"
"4964","Urban",2,0,"Personal"
"4965","Urban",2,0,"Personal"
"4966","Urban",2,0,"Personal"
"4967","Urban",2,0,"Personal"
"4968","Urban",2,0,"Personal"
"4969","Urban",2,0,"Personal"
"4970","Urban",2,0,"Personal"
"4971","Urban",2,0,"Personal"
"4972","Urban",2,0,"Personal"
"4973","Urban",2,0,"Personal"
"4974","Urban",2,0,"Personal"
"4975","Urban",2,0,"Personal"
"4976","Urban",2,0,"Personal"
"4977","Urban",2,0,"Personal"
"4978","Urban",2,0,"Personal"
"4979","Urban",2,0,"Personal"
"4980","Urban",2,0,"Personal"
"4981","Urban",2,0,"Personal"
"4982","Urban",2,0,"Personal"
"4983","Urban",2,0,"Personal"
"4984","Urban",2,0,"Personal"
"4985","Urban",2,0,"Personal"
"4986","Urban",2,6,"Personal"
"4987","Urban",2,2,"Personal"
"4988","Urban",2,2,"Personal"
"4989","Urban",2,2,"Personal"
"4990","Urban",2,2,"Personal"
"4991","Urban",2,2,"Personal"
"4992","Urban",2,2,"Personal"
"4993","Urban",2,1,"Personal"
"4994","Urban",2,1,"Personal"
"4995","Urban",2,1,"Personal"
"4996","Urban",2,1,"Personal"
"4997","Urban",2,1,"Personal"
"4998","Urban",2,1,"Personal"
"4999","Urban",2,1,"Personal"
"5000","Urban",2,1,"Personal"
"5001","Urban",2,1,"Personal"
"5002","Urban",2,1,"Personal"
"5003","Urban",2,1,"Personal"
"5004","Urban",2,1,"Personal"
"5005","Urban",2,1,"Personal"
"5006","Urban",2,1,"Personal"
"5007","Urban",2,1,"Personal"
"5008","Urban",2,1,"Personal"
"5009","Urban",2,1,"Personal"
"5010","Urban",2,1,"Personal"
"5011","Urban",2,1,"Personal"
"5012","Urban",2,1,"Personal"
"5013","Urban",2,1,"Personal"
"5014","Urban",2,1,"Personal"
"5015","Urban",2,1,"Personal"
"5016","Urban",2,1,"Personal"
"5017","Urban",2,0,"Personal"
"5018","Urban",2,0,"Personal"
"5019","Urban",2,0,"Personal"
"5020","Urban",2,0,"Personal"
"5021","Urban",2,0,"Personal"
"5022","Urban",2,0,"Personal"
"5023","Urban",2,0,"Personal"
"5024","Urban",2,0,"Personal"
"5025","Urban",2,0,"Personal"
"5026","Urban",2,0,"Personal"
"5027","Urban",2,0,"Personal"
"5028","Urban",2,0,"Personal"
"5029","Urban",2,0,"Personal"
"5030","Urban",2,0,"Personal"
"5031","Urban",2,0,"Personal"
"5032","Urban",2,0,"Personal"
"5033","Urban",2,0,"Personal"
"5034","Urban",2,0,"Personal"
"5035","Urban",2,0,"Personal"
"5036","Urban",2,0,"Personal"
"5037","Urban",2,0,"Personal"
"5038","Urban",2,0,"Personal"
"5039","Urban",2,0,"Personal"
"5040","Urban",2,0,"Personal"
"5041","Urban",2,0,"Personal"
"5042","Urban",2,0,"Personal"
"5043","Urban",2,0,"Personal"
"5044","Urban",2,0,"Personal"
"5045","Urban",2,0,"Personal"
"5046","Urban",2,0,"Personal"
"5047","Urban",2,0,"Personal"
"5048","Urban",2,0,"Personal"
"5049","Urban",2,0,"Personal"
"5050","Urban",2,0,"Personal"
"5051","Urban",2,0,"Personal"
"5052","Urban",2,0,"Personal"
"5053","Urban",2,0,"Personal"
"5054","Urban",2,0,"Personal"
"5055","Urban",2,0,"Personal"
"5056","Urban",2,0,"Personal"
"5057","Urban",2,0,"Personal"
"5058","Urban",2,0,"Personal"
"5059","Rural",2,2,"Personal"
"5060","Rural",2,1,"Personal"
"5061","Rural",2,1,"Personal"
"5062","Rural",2,1,"Personal"
"5063","Rural",2,1,"Personal"
"5064","Rural",2,1,"Personal"
"5065","Rural",2,1,"Personal"
"5066","Rural",2,0,"Personal"
"5067","Rural",2,0,"Personal"
"5068","Rural",2,0,"Personal"
"5069","Rural",2,0,"Personal"
"5070","Rural",2,0,"Personal"
"5071","Rural",2,0,"Personal"
"5072","Rural",2,0,"Personal"
"5073","Rural",2,0,"Personal"
"5074","Rural",2,0,"Personal"
"5075","Rural",2,0,"Personal"
"5076","Rural",2,0,"Personal"
"5077","Rural",2,0,"Personal"
"5078","Rural",1,6,"Personal"
"5079","Rural",1,3,"Personal"
"5080","Rural",1,3,"Personal"
"5081","Rural",1,2,"Personal"
"5082","Rural",1,2,"Personal"
"5083","Rural",1,2,"Personal"
"5084","Rural",1,2,"Personal"
"5085","Rural",1,2,"Personal"
"5086","Rural",1,2,"Personal"
"5087","Rural",1,1,"Personal"
"5088","Rural",1,1,"Personal"
