"","lu_rail_dlr","recorded_date","committed_date_time","source","crime_desc","victim_gender","age","diff","age_n","victim_year_of_birth","historic","futurecrimes"
"9660","London Underground",2020-07-02,2020-07-01 20:05:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,3H 55M 0S,NA,NA,0,0
"9661","London Underground",2020-07-02,2020-07-01 20:59:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3H 1M 0S,16,2004,0,0
"9662","London Underground",2020-07-03,2020-07-02 18:20:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Male",NA,5H 40M 0S,17,2003,0,0
"9663","London Underground",2020-07-04,2020-06-27 17:55:00,"Non-emergency telephone call e.g. (101)","E20  Sexual Assault On A Male Aged 13 And Over No Penetration (E20)","Male",NA,6d 6H 5M 0S,NA,NA,1,0
"9664","London Underground",2020-07-06,2020-07-06 15:25:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-15H -25M 0S,NA,NA,0,0
"9665","National Rail",2020-07-07,2020-07-01 19:52:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,5d 4H 8M 0S,15,2005,1,0
"9666","London Underground",2020-07-07,2020-07-05 17:44:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1d 6H 16M 0S,NA,NA,1,0
"9667","London Underground",2020-07-07,2020-07-06 17:30:00,"Email to the police","E41  Exposure (E41)","Female",NA,6H 30M 0S,21,1999,0,0
"9668","London Underground",2020-07-07,2020-07-07 07:35:00,"Email to the police","E41  Exposure (E41)","Female",NA,-7H -35M 0S,40,1980,0,0
"9669","London Underground",2020-07-08,2020-07-08 12:00:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-12H 0M 0S,24,1996,0,0
"9670","London Underground",2020-07-08,2020-07-08 16:20:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Male",NA,-16H -20M 0S,36,1984,0,0
"9671","Docklands Light Railways",2020-07-08,2020-07-08 16:41:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-16H -41M 0S,14,2006,0,0
"9672","Docklands Light Railways",2020-07-08,2020-07-08 16:41:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-16H -41M 0S,14,2006,0,0
"9673","London Underground",2020-07-09,2020-07-09 00:35:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-35M 0S,29,1991,0,0
"9674","London Underground",2020-07-09,2020-07-09 11:13:00,"Text message to the Police","E41  Exposure (E41)","Female",NA,-11H -13M 0S,34,1986,0,0
"9675","London Underground",2020-07-09,2020-07-09 13:45:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-13H -45M 0S,NA,NA,0,0
"9676","London Underground",2020-07-09,2020-07-09 16:15:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Female",NA,-16H -15M 0S,NA,NA,0,0
"9677","National Rail",2020-07-10,2020-07-10 09:17:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-9H -17M 0S,22,1998,0,0
"9678","National Rail",2020-07-11,2020-07-11 10:25:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-10H -25M 0S,NA,NA,0,0
"9679","National Rail",2020-07-11,2020-07-11 13:20:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-13H -20M 0S,NA,NA,0,0
"9680","National Rail",2020-07-12,2020-07-11 08:15:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,15H 45M 0S,22,1998,0,0
"9681","National Rail",2020-07-12,2020-07-12 14:13:00,"Reported in person - Outside police station","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-14H -13M 0S,NA,NA,0,0
"9682","London Underground",2020-07-12,2020-07-12 16:02:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Female",NA,-16H -2M 0S,26,1994,0,0
"9683","London Underground",2020-07-13,2020-07-05 19:20:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,7d 4H 40M 0S,25,1995,1,0
"9684","London Underground",2020-07-13,2020-07-11 13:33:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Male",NA,1d 10H 27M 0S,19,2001,1,0
"9685","London Underground",2020-07-13,2020-07-12 21:20:00,"Text message to the Police","E41  Exposure (E41)","Female",NA,2H 40M 0S,NA,NA,0,0
"9686","London Underground",2020-07-13,2020-07-12 23:03:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,57M 0S,28,1992,0,0
"9687","London Underground",2020-07-13,2020-07-13 10:50:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-10H -50M 0S,21,1999,0,0
"9688","London Underground",2020-07-13,2020-07-13 11:20:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-11H -20M 0S,28,1992,0,0
"9689","London Underground",2020-07-13,2020-07-13 18:20:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -20M 0S,28,1992,0,0
"9690","London Underground",2020-07-14,2020-07-10 21:20:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3d 2H 40M 0S,23,1997,1,0
"9691","London Underground",2020-07-15,2020-07-14 22:50:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1H 10M 0S,27,1993,0,0
"9692","London Underground",2020-07-15,2020-07-15 11:41:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-11H -41M 0S,NA,NA,0,0
"9693","London Tramlink",2020-07-16,2020-07-15 18:35:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,5H 25M 0S,40,1980,0,0
"9694","National Rail",2020-07-17,2020-07-18 00:36:00,"Non-emergency telephone call e.g. (101)","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-1d 0H -36M 0S,20,2000,0,1
"9695","London Underground",2020-07-18,2020-07-18 00:10:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-10M 0S,NA,NA,0,0
"9696","London Underground",2020-07-18,2020-07-18 20:10:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-20H -10M 0S,21,1999,0,0
"9697","London Underground",2020-07-19,2020-07-18 22:07:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Female",NA,1H 53M 0S,27,1993,0,0
"9698","National Rail",2020-07-19,2020-07-19 19:03:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-19H -3M 0S,NA,NA,0,0
"9699","National Rail",2020-07-19,2020-07-19 20:44:00,"Reported in person - Outside police station","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-20H -44M 0S,NA,NA,0,0
"9700","London Underground",2020-07-20,2020-07-16 07:40:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3d 16H 20M 0S,27,1993,1,0
"9701","National Rail",2020-07-20,2020-07-17 23:00:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,2d 1H 0M 0S,25,1995,1,0
"9702","London Underground",2020-07-20,2020-07-20 19:42:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-19H -42M 0S,22,1998,0,0
"9703","London Underground",2020-07-21,2020-07-18 17:15:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,2d 6H 45M 0S,15,2005,1,0
"9704","National Rail",2020-07-21,2020-07-20 23:50:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,10M 0S,NA,NA,0,0
"9705","London Underground",2020-07-22,2020-07-21 18:55:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,5H 5M 0S,23,1997,0,0
"9706","Docklands Light Railways",2020-07-22,2020-07-22 11:55:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-11H -55M 0S,NA,NA,0,0
"9707","London Underground",2020-07-23,2020-07-23 17:55:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-17H -55M 0S,NA,NA,0,0
"9708","National Rail",2020-07-24,2020-07-24 14:45:00,"Other 3rd party reporting","E20  Sexual Assault On A Male Aged 13 And Over No Penetration (E20)","Male",NA,-14H -45M 0S,20,2000,0,0
"9709","London Underground",2020-07-24,2020-07-24 22:46:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-22H -46M 0S,28,1992,0,0
"9710","London Underground",2020-07-25,2020-07-24 23:08:00,"Discovered by Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,52M 0S,16,2004,0,0
"9711","Docklands Light Railways",2020-07-26,2020-07-26 08:22:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-8H -22M 0S,NA,NA,0,0
"9712","London Underground",2020-07-27,2020-07-26 23:50:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,10M 0S,26,1994,0,0
"9713","London Underground",2020-07-27,2020-07-27 13:40:00,"Non-emergency telephone call e.g. (101)","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-13H -40M 0S,18,2002,0,0
"9714","London Underground",2020-07-27,2020-07-27 19:27:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-19H -27M 0S,24,1996,0,0
"9715","Docklands Light Railways",2020-07-28,2020-07-28 07:25:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-7H -25M 0S,NA,NA,0,0
"9716","London Underground",2020-07-28,2020-07-28 09:57:00,"Non-emergency telephone call e.g. (101)","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-9H -57M 0S,30,1990,0,0
"9717","London Underground",2020-07-28,2020-07-28 14:35:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Male",NA,-14H -35M 0S,21,1999,0,0
"9718","London Underground",2020-07-28,2020-07-28 19:20:00,"Reported in person - Outside police station","E41  Exposure (E41)","Female",NA,-19H -20M 0S,16,2004,0,0
"9719","London Underground",2020-07-29,2020-07-28 23:38:00,"Text message to the Police","E41  Exposure (E41)","Female",NA,22M 0S,24,1996,0,0
"9720","London Underground",2020-07-29,2020-07-29 20:25:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-20H -25M 0S,NA,NA,0,0
"9721","London Underground",2020-07-30,2020-07-30 00:00:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,0S,19,2001,0,0
"9722","National Rail",2020-07-30,2020-07-30 17:30:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-17H -30M 0S,NA,NA,0,0
"9723","National Rail",2020-07-30,2020-07-30 18:00:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H 0M 0S,47,1973,0,0
"9724","London Underground",2020-07-30,2020-07-30 18:10:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -10M 0S,23,1997,0,0
"9725","London Underground",2020-07-30,2020-07-30 19:23:00,"Text message to the Police","E41  Exposure (E41)","Female",NA,-19H -23M 0S,31,1989,0,0
"9726","London Underground",2020-07-31,2020-07-30 23:30:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,30M 0S,34,1986,0,0
"9727","Docklands Light Railways",2020-07-31,2020-07-31 07:30:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-7H -30M 0S,NA,NA,0,0
"9728","National Rail",2020-07-31,2020-07-31 15:40:00,"Text message to the Police","E71  Sexual Activity Involving a Child under 13 (Offender over 18) (E71)","Male",NA,-15H -40M 0S,6,2014,0,0
"9729","National Rail",2020-07-31,2020-07-31 15:40:00,"Text message to the Police","E71  Sexual Activity Involving a Child under 13 (Offender over 18) (E71)","Female",NA,-15H -40M 0S,3,2017,0,0
"9730","London Underground",2020-07-31,2020-07-31 18:33:00,"Other 3rd party reporting","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-18H -33M 0S,27,1993,0,0
"9731","London Underground",2020-07-31,2020-07-31 23:34:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Female",NA,-23H -34M 0S,30,1990,0,0
"9732","London Underground",2020-08-01,2020-07-31 21:10:00,"Emergency telephone call e.g. (999)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,2H 50M 0S,22,1998,0,0
"9733","London Underground",2020-08-01,2020-08-01 13:35:00,"Other 3rd party reporting","E41  Exposure (E41)","Male",NA,-13H -35M 0S,NA,NA,0,0
"9734","London Underground",2020-08-01,2020-08-01 14:52:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-14H -52M 0S,36,1984,0,0
"9735","National Rail",2020-08-02,2020-08-02 07:41:00,"Reported in person - Outside police station","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-7H -41M 0S,NA,NA,0,0
"9736","London Underground",2020-08-03,2020-08-01 01:05:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Female",NA,1d 22H 55M 0S,19,2001,1,0
"9737","National Rail",2020-08-03,2020-08-03 06:40:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-6H -40M 0S,28,1992,0,0
"9738","British Transport Police",2020-08-04,2020-08-03 14:30:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,9H 30M 0S,NA,NA,0,0
"9739","National Rail",2020-08-05,2020-08-05 20:45:00,"Other 3rd party reporting","E55  Voyeurism (E55)","Male",NA,-20H -45M 0S,31,1989,0,0
"9740","National Rail",2020-08-06,2020-08-05 23:28:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,32M 0S,NA,NA,0,0
"9741","London Underground",2020-08-06,2020-08-06 00:05:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-5M 0S,26,1994,0,0
"9742","London Underground",2020-08-07,2020-08-07 16:45:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-16H -45M 0S,NA,NA,0,0
"9743","National Rail",2020-08-07,2020-08-07 17:58:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-17H -58M 0S,NA,NA,0,0
"9744","National Rail",2020-08-07,2020-08-07 18:57:00,"Email to the police","E41  Exposure (E41)","Female",NA,-18H -57M 0S,35,1985,0,0
"9745","National Rail",2020-08-07,2020-08-07 20:12:00,"Text message to the Police","E41  Exposure (E41)","Female",NA,-20H -12M 0S,25,1995,0,0
"9746","National Rail",2020-08-08,2020-08-07 20:40:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,3H 20M 0S,NA,NA,0,0
"9747","National Rail",2020-08-08,2020-08-08 09:20:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-9H -20M 0S,34,1986,0,0
"9748","British Transport Police",2020-08-08,2020-08-08 10:10:00,"Reported in person - Outside police station","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-10H -10M 0S,NA,NA,0,0
"9749","British Transport Police",2020-08-08,2020-08-08 21:30:00,"Reported in person - Outside police station","E41  Exposure (E41)","Female",NA,-21H -30M 0S,NA,NA,0,0
"9750","National Rail",2020-08-10,2020-08-08 19:00:00,"Email to the police","E41  Exposure (E41)","Female",NA,1d 5H 0M 0S,53,1967,1,0
"9751","London Underground",2020-08-10,2020-08-10 14:40:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-14H -40M 0S,21,1999,0,0
"9752","London Underground",2020-08-11,2020-08-11 13:46:00,"Other 3rd party reporting","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-13H -46M 0S,20,2000,0,0
"9753","National Rail",2020-08-12,2020-08-12 17:58:00,"Text message to the Police","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-17H -58M 0S,NA,NA,0,0
"9754","National Rail",2020-08-12,2020-08-12 18:35:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-18H -35M 0S,NA,NA,0,0
"9755","London Underground",2020-08-12,2020-08-12 22:10:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-22H -10M 0S,NA,NA,0,0
"9756","National Rail",2020-08-14,2020-08-14 15:03:00,"Other 3rd party reporting","E55  Voyeurism (E55)","Male",NA,-15H -3M 0S,21,1999,0,0
"9757","National Rail",2020-08-14,2020-08-14 21:00:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-21H 0M 0S,28,1992,0,0
"9758","London Underground",2020-08-15,2020-08-13 11:37:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1d 12H 23M 0S,25,1995,1,0
"9759","National Rail",2020-08-15,2020-08-15 00:22:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-22M 0S,NA,NA,0,0
"9760","London Underground",2020-08-15,2020-08-15 14:05:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-14H -5M 0S,NA,NA,0,0
"9761","London Underground",2020-08-15,2020-08-15 15:10:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-15H -10M 0S,NA,NA,0,0
"9762","London Underground",2020-08-16,2020-08-15 17:53:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,6H 7M 0S,NA,NA,0,0
"9763","London Underground",2020-08-16,2020-08-15 22:55:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1H 5M 0S,NA,NA,0,0
"9764","London Underground",2020-08-16,2020-08-16 21:18:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Female",NA,-21H -18M 0S,NA,NA,0,0
"9765","National Rail",2020-08-17,2020-08-13 20:00:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3d 4H 0M 0S,31,1989,1,0
"9766","National Rail",2020-08-18,2020-08-18 13:30:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-13H -30M 0S,NA,NA,0,0
"9767","National Rail",2020-08-19,2020-08-18 22:20:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1H 40M 0S,31,1989,0,0
"9768","National Rail",2020-08-19,2020-08-18 22:29:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1H 31M 0S,NA,NA,0,0
"9769","National Rail",2020-08-19,2020-08-19 18:53:00,"Other 3rd party reporting","E55  Voyeurism (E55)","Male",NA,-18H -53M 0S,49,1971,0,0
"9770","London Underground",2020-08-19,2020-08-19 20:56:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-20H -56M 0S,28,1992,0,0
"9771","National Rail",2020-08-20,2020-08-20 13:49:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-13H -49M 0S,NA,NA,0,0
"9772","National Rail",2020-08-20,2020-08-20 22:15:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-22H -15M 0S,NA,NA,0,0
"9773","National Rail",2020-08-21,2020-08-21 14:36:00,"Non-emergency telephone call e.g. (101)","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-14H -36M 0S,25,1995,0,0
"9774","London Underground",2020-08-21,2020-08-21 17:24:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -24M 0S,21,1999,0,0
"9775","National Rail",2020-08-22,2020-08-22 11:15:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-11H -15M 0S,54,1966,0,0
"9776","National Rail",2020-08-23,2020-08-23 13:56:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-13H -56M 0S,NA,NA,0,0
"9777","National Rail",2020-08-24,2020-08-24 15:39:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-15H -39M 0S,NA,NA,0,0
"9778","National Rail",2020-08-25,2020-08-14 18:58:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,10d 5H 2M 0S,NA,NA,1,0
"9779","National Rail",2020-08-25,2020-08-25 17:15:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -15M 0S,31,1989,0,0
"9780","London Underground",2020-08-25,2020-08-25 18:10:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -10M 0S,26,1994,0,0
"9781","London Underground",2020-08-25,2020-08-26 00:12:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-1d 0H -12M 0S,20,2000,0,1
"9782","London Underground",2020-08-26,2020-08-26 07:40:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-7H -40M 0S,27,1993,0,0
"9783","London Underground",2020-08-27,2020-08-27 10:07:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-10H -7M 0S,39,1981,0,0
"9784","National Rail",2020-08-27,2020-08-27 17:00:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H 0M 0S,28,1992,0,0
"9785","London Underground",2020-08-27,2020-08-27 19:23:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Female",NA,-19H -23M 0S,29,1991,0,0
"9786","London Underground",2020-08-28,2020-08-22 12:00:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,5d 12H 0M 0S,21,1999,1,0
"9787","London Underground",2020-08-28,2020-08-27 23:00:00,"Reported in person - Outside police station","E41  Exposure (E41)","Female",NA,1H 0M 0S,24,1996,0,0
"9788","London Underground",2020-08-30,2020-08-30 18:45:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -45M 0S,20,2000,0,0
"9789","London Underground",2020-08-30,2020-08-30 18:45:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -45M 0S,18,2002,0,0
"9790","London Underground",2020-08-30,2020-08-30 18:48:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -48M 0S,23,1997,0,0
"9791","London Underground",2020-08-30,2020-08-30 20:06:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-20H -6M 0S,23,1997,0,0
"9792","London Underground",2020-08-31,2020-08-31 23:00:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-23H 0M 0S,26,1994,0,0
"9793","National Rail",2020-09-01,2020-09-01 18:54:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -54M 0S,20,2000,0,0
"9794","Docklands Light Railways",2020-09-02,2020-08-12 20:15:00,"Police on-line reporting","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,20d 3H 45M 0S,25,1995,1,0
"9795","London Underground",2020-09-02,2020-09-02 18:22:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -22M 0S,24,1996,0,0
"9796","National Rail",2020-09-03,2020-09-01 19:46:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1d 4H 14M 0S,31,1989,1,0
"9797","National Rail",2020-09-03,2020-09-01 19:46:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1d 4H 14M 0S,NA,NA,1,0
"9798","London Underground",2020-09-05,2020-09-04 07:30:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,16H 30M 0S,35,1985,0,0
"9799","National Rail",2020-09-06,2020-09-03 11:13:00,"Social media message to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,2d 12H 47M 0S,NA,NA,1,0
"9800","London Underground",2020-09-06,2020-09-05 23:15:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,45M 0S,24,1996,0,0
"9801","London Underground",2020-09-07,2020-09-03 20:30:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3d 3H 30M 0S,76,1944,1,0
"9802","London Underground",2020-09-07,2020-09-06 22:50:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1H 10M 0S,27,1993,0,0
"9803","National Rail",2020-09-07,2020-09-07 00:46:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-46M 0S,NA,NA,0,0
